Datetime, Search terms, Website, Result number, Total results requested, ID number, Title, Date Submitted, Abstract, Downloaded?, FileNamePath, all_authors, all_locations, first_author, firstauthor_location, lastauthor, last_author_location, citations
072020-203912,"(""machine learning"" OR ""deep learning"" OR ""artificial intelligence"" OR AI) AND (cardiology OR cardiovascular OR cardiac OR heart)",Biorxiv,230,200000,237610v2,Computational docking reveals evolutionary conservation of a specific interaction between 15d-Prostaglandin-J2 and eIF4A,12/29/17,,Downloaded successfully,/Volumes/Seagate_8TB/rxiv_072020/biorxiv.org/237610v2.pdf,So Jeong Yun; Hyunjoon Kim; Seung Gee Lee; Seung-Hyun Jung; Joon Hyun Kim; Jeong Eun Ryu; N. Jiten Singh; Jouhyun Jeon; Jin-Kwan Han; Cheol-Hee Kim; Sanguk Kim; Kwang S. Kim; Sung Key Jang; Woo Jae Kim,,So Jeong Yun,,Woo Jae Kim,,
072020-203208,"(""machine learning"" OR ""deep learning"" OR ""artificial intelligence"" OR AI) AND (cardiology OR cardiovascular OR cardiac OR heart)",Biorxiv,69,200000,218818v1,Detecting pathogen exposure during the non-symptomatic incubation period using physiological data,11/13/17,,Downloaded successfully,/Volumes/Seagate_8TB/rxiv_072020/biorxiv.org/218818v1.pdf,Lauren Milechin; Shakti Davis; Tejash Patel; Mark Hernandez; Greg Ciccarelli; Steven Schwartz; Siddharth Samsi; Lisa Hensley; Arthur Goff; John Trefry; Sara Johnston; Bret Purcell; Catherine Cabrera; Jack Fleischman; Albert Reuther; Franco Rossi; Anna Honko; William Pratt; Albert Swiston,,Lauren Milechin,,Albert Swiston,,
072020-203113,"(""machine learning"" OR ""deep learning"" OR ""artificial intelligence"" OR AI) AND (cardiology OR cardiovascular OR cardiac OR heart)",Biorxiv,47,200000,208629v1,"Birthweight, Type 2 Diabetes and Cardiovascular Disease: Addressing the Barker Hypothesis with Mendelian randomization",10/25/17,"Background Low birthweight (BW) has been associated with a higher risk of hypertension, type 2 diabetes (T2D) and cardiovascular disease (CVD) in epidemiological studies. The Barker hypothesis posits that intrauterine growth restriction resulting in lower BW is causal for these diseases, but causality and mechanisms are difficult to infer from observational studies. Mendelian randomization (MR) is a new tool to address this important question.",Downloaded successfully,/Volumes/Seagate_8TB/rxiv_072020/biorxiv.org/208629v1.pdf,Daniela Zanetti; Emmi Tikkanen; Stefan Gustafsson; James Rush Priest; Stephen Burgess; Erik Ingelsson,,Daniela Zanetti,,Erik Ingelsson,,
072020-203243,"(""machine learning"" OR ""deep learning"" OR ""artificial intelligence"" OR AI) AND (cardiology OR cardiovascular OR cardiac OR heart)",Biorxiv,86,200000,207381v1,Frailty index as a predictor of all-cause and cause-specific mortality in a Swedish population-based cohort,10/23/17,"Background Frailty is a complex manifestation of aging and associated with increased risk of mortality and poor health outcomes. Younger individuals (under 65 years) typically have low levels of frailty and are less-studied in this respect. Also, the relationship between the Rockwood frailty index (FI) and cause-specific mortality in community settings is understudied.",Downloaded successfully,/Volumes/Seagate_8TB/rxiv_072020/biorxiv.org/207381v1.pdf,M Jiang; AD Foebel; R Kuja-Halkola; I Karlsson; NL Pedersen; S Hägg; J Jylhävä,,M Jiang,,J Jylhävä,,
072020-203241,"(""machine learning"" OR ""deep learning"" OR ""artificial intelligence"" OR AI) AND (cardiology OR cardiovascular OR cardiac OR heart)",Biorxiv,85,200000,176321v1,Population-based mechanistic modeling allows for quantitative predictions of drug responses across cell types,8/14/17,"Quantitative mismatches between human physiology and experimental models can present serious limitations for the development of effective therapeutics. We addressed this issue, in the context of cardiac electrophysiology, through mechanistic mathematical modeling combined with statistical analyses. Physiological metrics were simulated in heterogeneous populations describing cardiac myocytes from adult ventricles and those derived from induced pluripotent stem cells (iPSC-CMs). These simulated measures were used to construct a cross-cell type regression model that predicts adult myocyte drug responses from iPSC-CM behaviors. We found that quantitatively accurate predictions of responses to selective or non-selective drugs could be generated based on iPSC-CM responses and that the method can be extended to predict drug responses in diseased as well as healthy cells. This cross-cell type model can be of great value in drug development, and the approach, which can be applied to other fields, represents an important strategy for overcoming experimental model limitations.",Downloaded successfully,/Volumes/Seagate_8TB/rxiv_072020/biorxiv.org/176321v1.pdf,Jingqi QX Gong; Eric A Sobie,,Jingqi QX Gong,,Eric A Sobie,,
072020-203855,"(""machine learning"" OR ""deep learning"" OR ""artificial intelligence"" OR AI) AND (cardiology OR cardiovascular OR cardiac OR heart)",Biorxiv,223,200000,110601v2,Understanding Tissue-specific Gene Regulation,8/11/17,,Downloaded successfully,/Volumes/Seagate_8TB/rxiv_072020/biorxiv.org/110601v2.pdf,Abhijeet R. Sonawane; John Platig; Maud Fagny; Cho-Yi Chen; Joseph N. Paulson; Camila M. Lopes-Ramos; Dawn L. DeMeo; John Quackenbush; Kimberly Glass; Marieke L. Kuijjer,,Abhijeet R. Sonawane,,Marieke L. Kuijjer,,
072020-203342,"(""machine learning"" OR ""deep learning"" OR ""artificial intelligence"" OR AI) AND (cardiology OR cardiovascular OR cardiac OR heart)",Biorxiv,110,200000,155713v2,Modelling of the Cardiopulmonary Responses to Maximal Aerobic Exercise in Patients with Cystic Fibrosis,7/4/17,"Cystic fibrosis (CF) is a debilitating chronic condition, which requires complex and expensive disease management. Exercise has now been recognised as a critical factor in improving health and quality of life in patients with CF. Hence, cardiopulmonary exercise testing (CPET) is used to determine aerobic fitness of young patients as part of the clinical management of CF. However, at present there is a lack of conclusive evidence for one limiting system of aerobic fitness for CF patients at an individual patient level.",Downloaded successfully,/Volumes/Seagate_8TB/rxiv_072020/biorxiv.org/155713v2.pdf,Craig A. Williams; Kyle C. A. Wedgwood; Hossein Mohammadi; Owen W. Tomlinson; Krasimira Tsaneva-Atanasova,,Craig A. Williams,,Krasimira Tsaneva-Atanasova,,
072020-203616,"(""machine learning"" OR ""deep learning"" OR ""artificial intelligence"" OR AI) AND (cardiology OR cardiovascular OR cardiac OR heart)",Biorxiv,167,200000,157248v1,Proteomic Architecture of Human Coronary and Aortic Atherosclerosis,6/29/17,,Downloaded successfully,/Volumes/Seagate_8TB/rxiv_072020/biorxiv.org/157248v1.pdf,M Herrington David; Mao Chunhong; Parker Sarah; Fu ZongminG; Yu Guoqiang; Chen Lulu; Venkatraman Vidya; Fu Yi; Wang Yizhi; Howard Tim; Goo Jun; CF Zhao; Liu Yongming; Saylor Georgia; Athas Grace; Troxclair Dana; Hixson James; Vander Heide Richard; Wang Yue; Van Eyk Jennifer,,M Herrington David,,Van Eyk Jennifer,,
072020-203115,"(""machine learning"" OR ""deep learning"" OR ""artificial intelligence"" OR AI) AND (cardiology OR cardiovascular OR cardiac OR heart)",Biorxiv,49,200000,136523v1,"Genome-wide Association Study Of Plasma Proteins Identifies Putatively Causal Genes, Proteins, And Pathways For Cardiovascular Disease",5/12/17,,Downloaded successfully,/Volumes/Seagate_8TB/rxiv_072020/biorxiv.org/136523v1.pdf,Chen Yao; George Chen; Ci Song; Michael Mendelson; Tianxiao Huan; Annika Laser; Hongsheng Wu; Jennifer E. Ho; Paul Courchesne; Asya Lyass; Martin G. Larson; Christian Gieger; Johannes Graumann; Andrew D. Johnson; Shih-Jen Hwang; Chunyu Liu; Karsten Suhre; Daniel Levy,,Chen Yao,,Daniel Levy,,
072020-203235,"(""machine learning"" OR ""deep learning"" OR ""artificial intelligence"" OR AI) AND (cardiology OR cardiovascular OR cardiac OR heart)",Biorxiv,82,200000,110833v1,Novel blood pressure locus and gene discovery using GWAS and expression datasets from blood and the kidney,2/22/17,,Downloaded successfully,/Volumes/Seagate_8TB/rxiv_072020/biorxiv.org/110833v1.pdf,Louise V. Wain; Ahmad Vaez; Rick Jansen; Roby Joehanes; Peter J. van der Most; A. Mesut Erzurumluoglu; Paul O'Reilly; Claudia P. Cabrera; Helen R. Warren; Lynda M. Rose; Germaine C. Verwoert; Jouke-Jan Hottenga; Rona J. Strawbridge; Tonu Esko; Dan E. Arking; Shih-Jen Hwang; Xiuqing Guo; Zoltan Kutalik; Stella Trompet; Nick Shrine; Alexander Teumer; Janina S. Ried; Joshua C. Bis; Albert V. Smith; Najaf Amin; Ilja M. Nolte; Leo-Pekka Lyytikäinen; Anubha Mahajan; Nicholas J. Wareham; Edith Hofer; Peter K. Joshi; Kati Kristiansson; Michela Traglia; Aki S. Havulinna; Anuj Goel; Mike A. Nalls; Siim Sõber; Dragana Vuckovic; Jian'an Luan; Fabiola Del Greco M.; Kristin L. Ayers; Jaume Marrugat; Daniela Ruggiero; Lorna M. Lopez; Teemu Niiranen; Stefan Enroth; Anne U. Jackson; Christopher P. Nelson; Jennifer E. Huffman; Weihua Zhang; Jonathan Marten; Ilaria Gandin; Sarah E Harris; Tatijana Zemonik; Yingchang Lu; Evangelos Evangelou; Nabi Shah; Martin H. de Borst; Massimo Mangino; Bram P. Prins; Archie Campbell; Ruifang Li-Gao; Ganesh Chauhan; Christopher Oldmeadow; Gonçalo Abecasis; Maryam Abedi; Caterina M. Barbieri; Michael R. Barnes; Chiara Batini; John Beilby; Tineka Blake; Michael Boehnke; Erwin P. Bottinger; Peter S. Braund; Morris Brown; Marco Brumat; Harry Campbell; John C. Chambers; Massimiliano Cocca; Francis Collins; John Connell; Heather J. Cordell; Jeffrey J. Damman; Gail Davies; Eco J. de Geus; Renée de Mutsert; Joris Deelen; Yusuf Demirkale; Alex S.F. Doney; Marcus Dörr; Martin Farrall; Teresa Ferreira; Mattias Frånberg; He Gao; Vilmantas Giedraitis; Christian Gieger; Franco Giulianini; Alan J. Gow; Anders Hamsten; Tamara B. Harris; Albert Hofman; Elizabeth G. Holliday; Jennie Hui; Marjo-Riitta Jarvelin; Åsa Johansson; Andrew D. Johnson; Pekka Jousilahti; Antti Jula; Mika Kähönen; Sekar Kathiresan; Kay-Tee Khaw; Ivana Kolcic; Seppo Koskinen; Claudia Langenberg; Marty Larson; Lenore J. Launer; Benjamin Lehne; David C.M. Liewald; Li Lin; Lars Lind; François Mach; Chrysovalanto Mamasoula; Cristina Menni; Borbala Mifsud; Yuri Milaneschi; Anna Morgan; Andrew D. Morris; Alanna C. Morrison; Peter J. Munson; Priyanka Nandakumar; Quang Tri Nguyen; Teresa Nutile; Albertine J. Oldehinkel; Ben A. Oostra; Elin Org; Sandosh Padmanabhan; Aarno Palotie; Guillaume Paré; Alison Pattie; Brenda W.J.H. Penninx; Neil Poulter; Peter P. Pramstaller; Olli T. Raitakari; Meixia Ren; Kenneth Rice; Paul M. Ridker; Harriëtte Riese; Samuli Ripatti; Antonietta Robino; Jerome I. Rotter; Igor Rudan; Yasaman Saba; Aude Saint Pierre; Cinzia F. Sala; Antti-Pekka Sarin; Reinhold Schmidt; Rodney Scott; Marc A. Seelen; Denis C. Shields; David Siscovick; Rossella Sorice; Alice Stanton; David J. Stott; Johan Sundström; Morris Swertz; Kent D. Taylor; Simon Thom; Ioanna Tzoulaki; Christophe Tzourio; André G. Uitterlinden; Uwe Vöker; Peter Vollenweider; Sarah Wild; Gonneke Willemsen; Alan F. Wright; Jie Yao; Sébastien Thériault; David Conen; Attia John; Peter Sever; Stéphanie Debette; Dennis O. Mook-Kanamori; Eleftheria Zeggini; Tim D. Spector; Pim van der Harst; Colin N.A. Palmer; Anne-Claire Vergnaud; Ruth J.F. Loos; Ozren Polasek; John M. Starr; Giorgia Girotto; Caroline Hayward; Jaspal S. Kooner; Cecila M. Lindgren; Veronique Vitart; Nilesh J. Samani; Jaakko Tuomilehto; Ulf Gyllensten; Paul Knekt; Ian J. Deary; Marina Ciullo; Roberto Elosua; Bernard D. Keavney; Andrew A. Hicks; Robert A. Scott; Paolo Gasparini; Maris Laan; YongMei Liu; Hugh Watkins; Catharina A. Hartman; Veikko Salomaa; Daniela Toniolo; Markus Perola; James F. Wilson; Helena Schmidt; Jing Hua Zhao; Terho Lehtimäki; Cornelia M. van Duijn; Vilmundur Gudnason; Bruce M. Psaty; Annette Peters; Rainer Rettig; Alan James; J Wouter Jukema; David P. Strachan; Walter Palmas; Andres Metspalu; Erik Ingelsson; Dorret I. Boomsma; Oscar H. Franco; Murielle Bochud; Christopher Newton-Cheh; Patricia B. Munroe; Paul Elliott; Daniel I. Chasman; Aravinda Chakravarti; Joanne Knight; Andrew P. Morris; Daniel Levy; Martin D. Tobin; Harold Snieder; Mark J. Caulfield; Georg B. Ehret,,Louise V. Wain,,Georg B. Ehret,,
072020-203801,"(""machine learning"" OR ""deep learning"" OR ""artificial intelligence"" OR AI) AND (cardiology OR cardiovascular OR cardiac OR heart)",Biorxiv,205,200000,066738v2,Genetic diagnosis of Mendelian disorders via RNA sequencing,1/16/17,,Downloaded successfully,/Volumes/Seagate_8TB/rxiv_072020/biorxiv.org/066738v2.pdf,Laura S Kremer; Daniel M Bader; Christian Mertes; Robert Kopajtich; Garwin Pichler; Arcangela Iuso; Tobias B Haack; Elisabeth Graf; Thomas Schwarzmayr; Caterina Terrile; Eliška Koňařiková; Birgit Repp; Gabi Kastenmüller; Jerzy Adamski; Peter Lichtner; Christoph Leonhardt; Benoit Funalot; Alice Donati; Valeria Tiranti; Anne Lombes; Claude Jardel; Dieter Gläser; Robert W. Taylor; Daniele Ghezzi; Johannes A Mayr; Agnes Rötig; Peter Freisinger; Felix Distelmaier; Tim M Strom; Thomas Meitinger; Julien Gagneur; Holger Prokisch,,Laura S Kremer,,Holger Prokisch,,
